Fiscal Year,Service Level (or State Project),State,Location Identifier,Airport Name,Grant Sequence Number,AIP Federal Funds, Work Description,Hub Type,,,
2013,P,TX,DFW,Dallas/Fort Worth International,105,"$9,047,696 ","Rehabilitate Runway 18L/36R, Rehabilitate Taxiway, Rehabilitate Taxiway Lighting",L,,,
2013,P,TX,IAH,George Bush Intercontinental/Houston,97,"$600,000 ",Sustainable Master Plan,L,,,
2013,P,TX,IAH,George Bush Intercontinental/Houston,100,"$3,482,140 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,TX,IAH,George Bush Intercontinental/Houston,98,"$9,880,000 ",Rehabilitate Apron,L,,,
2013,P,TX,IAH,George Bush Intercontinental/Houston,96,"$13,062,533 ",Extend Runway 15R/33L,L,,,
2013,P,TX,IAH,George Bush Intercontinental/Houston,99,"$18,000,000 ",Rehabilitate Taxiway,L,,,
2013,P,UT,SLC,Salt Lake City International,103,"$11,894,887 ",Construct Apron,L,,,
2013,P,WA,SEA,Seattle-Tacoma International,132,"$3,547,527 ",VALE Infrastructure,L,,,
2013,P,WA,SEA,Seattle-Tacoma International,131,"$3,900,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2013,P,WA,SEA,Seattle-Tacoma International,130,"$5,878,694 ",Construct Runway 16R/34L,L,,,
2014,P,AZ,PHX,Phoenix Sky Harbor International,78,"$9,683,509 ","Rehabilitate Apron , Rehabilitate Apron",L,,,
2014,P,CA,LAX,Los Angeles International,79,"$4,500,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2014,P,CA,LAX,Los Angeles International,80,"$7,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2014,P,CA,LAX,Los Angeles International,81,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2014,P,CA,LAX,Los Angeles International,78,"$13,195,863 ","Construct Apron , Construct Taxiway",L,,,
2014,P,CA,LAX,Los Angeles International,82,"$14,874,645 ","Improve Runway Safety Area - 06L/24R, Rehabilitate Taxiway Lighting",L,,,
2014,P,CA,OAK,Metropolitan Oakland International,70,"$2,765,000 ",Improve Runway Safety Area  - 12/30,M,,,
2014,P,CA,OAK,Metropolitan Oakland International,68,"$39,000,000 ","Improve Runway Safety Area  - 10R/28L, Improve Runway Safety Area - 10L/28R",M,,,
2014,P,CA,SAN,San Diego International,72,"$6,681,977 ",Construct Taxiway,L,,,
2014,P,CA,SAN,San Diego International,73,"$11,351,753 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2014,P,CA,SFO,San Francisco International,64,"$52,743,899 ","Improve Runway Safety Area  - 01R/19L, Improve Runway Safety Area  - 01L/19R",L,,,
2014,P,CO,DEN,Denver International,85,"$444,303 ",VALE Infrastructure,L,,,
2014,P,CO,DEN,Denver International,83,"$2,114,682 ",Rehabilitate Taxiway,L,,,
2014,P,CO,DEN,Denver International,82,"$5,400,000 ","Rehabilitate Runway - 07/25, Rehabilitate Taxiway",L,,,
2014,P,CO,DEN,Denver International,84,"$6,150,000 ",Rehabilitate Runway Lighting - 08/26,L,,,
2014,P,DC,DCA,Ronald Reagan Washington National,29,"$12,712,623 ",Improve Runway Safety Area  - 15/33,L,,,
2014,P,DC,IAD,Washington Dulles International,50,"$3,747,121 ",Rehabilitate Taxiway,L,,,
2014,P,DC,IAD,Washington Dulles International,49,"$13,000,000 ",Construct Runway  - Plan-1,L,,,
2014,P,FL,FLL,Fort Lauderdale/Hollywood International,73,"$8,200,000 ",Construct Apron,L,,,
2014,P,FL,FLL,Fort Lauderdale/Hollywood International,72,"$23,995,546 ",Extend Runway  - 10R/28L,L,,,
2014,P,FL,TPA,Tampa International,61,"$1,071,902 ",Construct Terminal People Mover,L,,,
2014,P,GA,ATL,Hartsfield - Jackson Atlanta International,114,"$102,456 ",VALE Vehicle,L,,,
2014,P,GA,ATL,Hartsfield - Jackson Atlanta International,112,"$10,308,183 ",Rehabilitate Runway  - 08L/26R,L,,,
2014,P,GA,ATL,Hartsfield - Jackson Atlanta International,113,"$13,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2014,P,IL,MDW,Chicago Midway International,82,"$3,116,597 ",Rehabilitate Runway  - 13C/31C,L,,,
2014,P,IL,MDW,Chicago Midway International,83,"$10,000,000 ","Noise Mitigation Measures for Residences within 65 - 69 DNL, Noise Mitigation Measures for Residences within 70 - 74 DNL, Noise Mitigation Measures for Residences within 75 DNL",L,,,
2014,P,IL,ORD,Chicago O'Hare International,144,"$246,975 ",Conduct Environmental Study,L,,,
2014,P,IL,ORD,Chicago O'Hare International,145,"$2,000,000 ",VALE Infrastructure,L,,,
2014,P,IL,ORD,Chicago O'Hare International,142,"$4,800,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2014,P,IL,ORD,Chicago O'Hare International,141,"$6,500,000 ",Construct Runway  - 10C/28C,L,,,
2014,P,IL,ORD,Chicago O'Hare International,143,"$6,820,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2014,P,IL,ORD,Chicago O'Hare International,140,"$20,000,000 ",Construct Runway  - Plan-1,L,,,
2014,P,IL,ORD,Chicago O'Hare International,139,"$45,000,000 ",Construct Runway  - Plan-2,L,,,
2014,P,KY,CVG,Cincinnati/Northern Kentucky International,83,"$9,777,534 ","Rehabilitate Taxiway, Rehabilitate Terminal Building",M,,,
2014,P,MA,BOS,General Edward Lawrence Logan International,120,"$4,988,709 ",Rehabilitate Taxiway,L,,,
2014,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,91,"$15,000,000 ",Improve Runway Safety Area  - 15R/33L,L,,,
2014,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,90,"$15,000,000 ","Construct Taxiway , Construct Taxiway",L,,,
2014,P,MI,DTW,Detroit Metropolitan Wayne County,109,"$421,875 ",Acquire Equipment,L,,,
2014,P,MI,DTW,Detroit Metropolitan Wayne County,110,"$5,792,048 ",Rehabilitate Taxiway,L,,,
2014,P,MI,DTW,Detroit Metropolitan Wayne County,108,"$19,301,529 ",Rehabilitate Runway - 04R/22L,L,,,
2014,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,111,"$149,250 ",Acquire Equipment,L,,,
2014,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,110,"$2,337,132 ",Rehabilitate Apron,L,,,
2014,P,MO,STL,Lambert-St Louis International,144,"$105,000 ",Acquire Equipment,M,,,
2014,P,MO,STL,Lambert-St Louis International,143,"$184,533 ",Update Miscellaneous Study,M,,,
2014,P,MO,STL,Lambert-St Louis International,141,"$566,743 ",Rehabilitate Taxiway,M,,,
2014,P,MO,STL,Lambert-St Louis International,140,"$7,540,367 ","Rehabilitate Apron , Rehabilitate Taxiway",M,,,
2014,P,NC,CLT,Charlotte/Douglas International,71,"$6,000,000 ",Construct Runway  - 18R/36L,L,,,
2014,P,NC,CLT,Charlotte/Douglas International,72,"$11,826,599 ","Construct Deicing Pad with Associated Facilities, Construct Taxiway, Rehabilitate Runway - 18L/36R",L,,,
2014,P,NJ,EWR,Newark Liberty International,135,"$1,431,000 ",Rehabilitate Access Road,L,,,
2014,P,NJ,EWR,Newark Liberty International,134,"$3,404,010 ",Construct Apron,L,,,
2014,P,NV,LAS,McCarran International,81,"$26,123,551 ",Rehabilitate Runway  - 07L/25R,L,,,
2014,P,NY,JFK,John F Kennedy International,179,"$1,000,000 ",Construct Taxiway,L,,,
2014,P,NY,JFK,John F Kennedy International,181,"$2,943,636 ",Remove Obstructions,L,,,
2014,P,NY,JFK,John F Kennedy International,180,"$8,901,499 ","Construct Taxiway , Improve Runway Safety Area  - 04L/22R, Widen Runway  - 04L/22R",L,,,
2014,P,NY,LGA,La Guardia,140,"$3,962,180 ",Rehabilitate Taxiway,L,,,
2014,P,OR,PDX,Portland International,73,"$331,653 ",VALE Vehicle,M,,,
2014,P,OR,PDX,Portland International,72,"$8,587,503 ","Install Guidance Signs, Rehabilitate Taxiway",M,,,
2014,P,PA,PHL,Philadelphia International,103,"$9,271,384 ",Extend Taxiway,L,,,
2014,P,PA,PHL,Philadelphia International,104,"$19,720,039 ",Construct Taxiway,L,,,
2014,P,TX,DFW,Dallas/Fort Worth International,110,"$2,000,000 ",VALE Infrastructure,L,,,
2014,P,TX,DFW,Dallas/Fort Worth International,108,"$9,100,782 ","Rehabilitate Runway - 13R/31L, Rehabilitate Runway Lighting - 17L/35R",L,,,
2014,P,TX,DFW,Dallas/Fort Worth International,109,"$13,000,000 ",Rehabilitate Taxiway,L,,,
2014,P,TX,IAH,George Bush Intercontinental/Houston,102,"$4,908,580 ",Rehabilitate Taxiway,L,,,
2014,P,TX,IAH,George Bush Intercontinental/Houston,101,"$16,240,554 ",Extend Runway - 15R/33L,L,,,
2014,P,UT,SLC,Salt Lake City International,104,"$2,175,000 ",Rehabilitate Apron,L,,,
2014,P,UT,SLC,Salt Lake City International,105,"$12,290,476 ",Construct Apron,L,,,
2014,P,WA,SEA,Seattle-Tacoma International,134,"$2,000,000 ",VALE Infrastructure,L,,,
2014,P,WA,SEA,Seattle-Tacoma International,133,"$6,011,202 ",Construct Runway - 16R/34L,L,,,
2014,P,WA,SEA,Seattle-Tacoma International,135,"$15,082,209 ",Rehabilitate Runway - 16C/34C,L,,,
2015,P,AZ,PHX,Phoenix Sky Harbor International,80,"$1,019,900 ",VALE Infrastructure,L,,,
2015,P,AZ,PHX,Phoenix Sky Harbor International,79,"$22,699,973 ",Rehabilitate Apron,L,,,
2015,P,AZ,PHX,Phoenix Sky Harbor International,81,"$5,000,000 ",Conduct Noise Compatibility Plan Study,L,,,
2015,P,CA,LAX,Los Angeles International,84,"$8,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2015,P,CA,LAX,Los Angeles International,83,"$10,000,000 ","Construct Apron, Construct Taxiway",L,,,
2015,P,CA,LAX,Los Angeles International,85,"$40,811,250 ",Improve Runway Safety Area - 06R/24L,L,,,
2015,P,CA,OAK,Metropolitan Oakland International,72,"$2,014,750 ",Rehabilitate Runway - 12/30,M,,,
2015,P,CA,OAK,Metropolitan Oakland International,71,"$9,425,485 ",Improve Runway Safety Area  - 10R/28L,M,,,
2015,P,CA,SAN,San Diego International,74,"$12,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2015,P,CA,SAN,San Diego International,75,"$4,461,937 ",Rehabilitate Runway - 09/27,L,,,
2015,P,CO,DEN,Denver International,86,"$20,029,724 ","Rehabilitate Runway - 17L/35R, Rehabilitate Runway Lighting - 17L/35R, Rehabilitate Taxiway",L,,,
2015,P,DC,DCA,Ronald Reagan Washington National,30,"$5,641,125 ","Rehabilitate Taxiway, Rehabilitate Taxiway",L,,,
2015,P,DC,IAD,Washington Dulles International,52,"$3,178,482 ",Rehabilitate Taxiway,L,,,
2015,P,DC,IAD,Washington Dulles International,51,"$14,000,000 ",Construct Runway  - Plan-1,L,,,
2015,P,FL,FLL,Fort Lauderdale/Hollywood International,76,"$20,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2015,P,FL,FLL,Fort Lauderdale/Hollywood International,75,"$414,487 ",Acquire Equipment,L,,,
2015,P,FL,FLL,Fort Lauderdale/Hollywood International,74,"$24,006,869 ",Extend Runway - 10R/28L,L,,,
2015,P,FL,MIA,Miami International,69,"$2,790,894 ",Conduct Airport Master Plan Study,L,,,
2015,P,FL,MCO,Orlando International,115,"$1,306,130 ","Acquire Aircraft Rescue & Fire Fighting Vehicle, Rehabilitate Taxiway, Rehabilitate Taxiway, Security Enhancements",L,,,
2015,P,FL,TPA,Tampa International,62,"$5,132,837 ",Construct Terminal People Mover,L,,,
2015,P,GA,ATL,Hartsfield - Jackson Atlanta International,110,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2015,P,GA,ATL,Hartsfield - Jackson Atlanta International,115,"$926,789 ",Zero Emissions Vehicle/Infrastructure,L,,,
2015,P,GA,ATL,Hartsfield - Jackson Atlanta International,108,"$8,123,993 ",Rehabilitate Runway - 08L/26R,L,,,
2015,P,IL,MDW,Chicago Midway International,87,"$3,236,412 ","Rehabilitate Runway Lighting - 04L/22R, Rehabilitate Taxiway",L,,,
2015,P,IL,MDW,Chicago Midway International,88,"$4,625,292 ","Install Runway Incursion Marking, Rehabilitate Runway - 04L/22R",L,,,
2015,P,IL,MDW,Chicago Midway International,84,"$2,557,802 ",Construct Taxiway,L,,,
2015,P,IL,MDW,Chicago Midway International,86,"$12,845,171 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2015,P,IL,MDW,Chicago Midway International,85,"$210,000 ",Acquire Equipment,L,,,
2015,P,IL,ORD,Chicago O'Hare International,147,"$30,000,000 ",Construct Runway - Plan-2,L,,,
2015,P,IL,ORD,Chicago O'Hare International,150,"$6,500,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2015,P,IL,ORD,Chicago O'Hare International,149,"$2,000,000 ",VALE Infrastructure,L,,,
2015,P,IL,ORD,Chicago O'Hare International,148,"$2,836,883 ",Rehabilitate Runway - 09R/27L,L,,,
2015,P,IL,ORD,Chicago O'Hare International,153,"$2,500,000 ",Conduct Environmental Study,L,,,
2015,P,IL,ORD,Chicago O'Hare International,146,"$20,000,000 ",Construct Runway - Plan-1,L,,,
2015,P,IL,ORD,Chicago O'Hare International,152,"$9,622,543 ",Construct Runway,L,,,
2015,P,IL,ORD,Chicago O'Hare International,151,"$6,325,289 ",Rehabilitate Taxiway,L,,,
2015,P,KY,CVG,Cincinnati/Northern Kentucky International,85,"$4,249,391 ",Rehabilitate Apron,M,,,
2015,P,MA,BOS,General Edward Lawrence Logan International,123,"$8,122,482 ",Rehabilitate Taxiway,L,,,
2015,P,MA,BOS,General Edward Lawrence Logan International,121,"$5,168,493 ",Improve Runway Safety Area - 04L/22R,L,,,
2015,P,MA,BOS,General Edward Lawrence Logan International,122,"$150,750 ",Acquire Equipment,L,,,
2015,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,92,"$16,869,274 ",Construct Taxiway,L,,,
2015,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,93,"$2,556,902 ",VALE Infrastructure,L,,,
2015,P,MI,DTW,Detroit Metropolitan Wayne County,94,"$9,357,639 ",Rehabilitate Taxiway,L,,,
2015,P,MI,DTW,Detroit Metropolitan Wayne County,111,"$4,621,620 ",Conduct Metropolitan System Plan Study,L,,,
2015,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,112,"$5,022,119 ",Rehabilitate Apron,L,,,
2015,P,MO,STL,Lambert-St Louis International,147,"$289,500 ",Acquire Equipment,M,,,
2015,P,MO,STL,Lambert-St Louis International,142,"$5,706,012 ",Rehabilitate Taxiway,M,,,
2015,P,MO,STL,Lambert-St Louis International,146,"$28,299 ",Zero Emissions Vehicle/Infrastructure,M,,,
2015,P,MO,STL,Lambert-St Louis International,145,"$762,709 ",Rehabilitate Taxiway,M,,,
2015,P,NC,CLT,Charlotte/Douglas International,74,"$11,470,826 ","Acquire Aircraft Rescue & Fire Fighting Vehicle, Acquire Land for Development, Rehabilitate Runway - 05/23, Rehabilitate Taxiway, Update Airport Master Plan Study",L,,,
2015,P,NC,CLT,Charlotte/Douglas International,73,"$450,000 ",Acquire Equipment,L,,,
2015,P,NJ,EWR,Newark Liberty International,138,"$1,250,100 ",Rehabilitate Access Road,L,,,
2015,P,NJ,EWR,Newark Liberty International,136,"$2,942,178 ",Conduct Noise Compatibility Plan Study,L,,,
2015,P,NJ,EWR,Newark Liberty International,137,"$3,278,490 ",Construct Apron,L,,,
2015,P,NV,LAS,McCarran International,82,"$22,407,834 ","Rehabilitate Runway - 07L/25R, Rehabilitate Taxiway",L,,,
2015,P,NY,JFK,John F Kennedy International,182,"$7,000,000 ",Construct Taxiway,L,,,
2015,P,NY,JFK,John F Kennedy International,183,"$8,969,647 ","Construct Taxiway, Construct Taxiway, Improve Runway Safety Area - 04L/22R, Widen Runway  - 04L/22R",L,,,
2015,P,NY,JFK,John F Kennedy International,184,"$2,756,957 ",Remove Obstructions,L,,,
2015,P,NY,JFK,John F Kennedy International,185,"$2,736,130 ",Conduct Noise Compatibility Plan Study,L,,,
2015,P,NY,LGA,La Guardia,141,"$2,638,427 ",Improve Airport Drainage,L,,,
2015,P,NY,LGA,Laguardia,143,"$2,736,130 ",Conduct Noise Compatibility Plan Study,L,,,
2015,P,NY,LGA,Laguardia,142,"$1,462,141 ",Rehabilitate Runway  - 13/31,L,,,
2015,P,OR,PDX,Portland International,75,"$7,293,824 ",Security Enhancements,L,,,
2015,P,OR,PDX,Portland International,74,"$8,761,866 ",Rehabilitate Taxiway,L,,,
2015,P,PA,PHL,Philadelphia International,107,"$8,000,000 ",Acquire Land for Development,L,,,
2015,P,PA,PHL,Philadelphia International,106,"$10,223,286 ",Extend Runway  - 09R/27L,L,,,
2015,P,PA,PHL,Philadelphia International,105,"$3,756,402 ",Extend Runway  - 09R/27L,L,,,
2015,P,PA,PHL,Philadelphia International,108,"$16,000 ",Rehabilitate Taxiway,L,,,
2015,P,TX,DFW,Dallas/Fort Worth International,111,"$14,000,000 ",Rehabilitate Taxiway,L,,,
2015,P,TX,DFW,Dallas/Fort Worth International,112,"$9,003,360 ","Rehabilitate Runway - 17R/35L, Rehabilitate Runway Lighting - 18L/36R",L,,,
2015,P,TX,IAH,George Bush Intercontinental/Houston,104,"$2,711,250 ",VALE Infrastructure,L,,,
2015,P,TX,IAH,George Bush Intercontinental/Houston,105,"$450,000 ",Acquire Equipment,L,,,
2015,P,TX,IAH,George Bush Intercontinental/Houston,103,"$13,888,014 ",Extend Runway - 15R/33L,L,,,
2015,P,UT,SLC,Salt Lake City International,106,"$13,938,351 ",Construct Apron,L,,,
2015,P,UT,SLC,Salt Lake City International,108,"$3,100,000 ",Rehabilitate Taxiway,L,,,
2015,P,UT,SLC,Salt Lake City International,107,"$1,000,000 ",Conduct Airport Master Plan Study,L,,,
2015,P,WA,SEA,Seattle-Tacoma International,137,"$6,063,306 ",Construct Runway - 16R/34L,L,,,
2015,P,WA,SEA,Seattle-Tacoma International,136,"$3,778,402 ",Conduct Noise Compatibility Plan Study,L,,,
2015,P,WA,SEA,Seattle-Tacoma International,138,"$9,917,791 ",Rehabilitate Runway - 16C/34C,L,,,
2016,P,AZ,PHX,Phoenix Sky Harbor International,82,"$6,939,000 ",Rehabilitate Runway - 08/26,L,,,
2016,P,AZ,PHX,Phoenix Sky Harbor International,83,"$4,252,350 ",Update Airport Master Plan Study,L,,,
2016,P,CA,LAX,Los Angeles International,88,"$4,024,844 ",VALE Infrastructure,L,,,
2016,P,CA,LAX,Los Angeles International,86,"$11,000,000 ",Construct Apron,L,,,
2016,P,CA,LAX,Los Angeles International,87,"$36,201,092 ",Improve Runway Safety Area - 07L/25R,L,,,
2016,P,CA,LAX,Los Angeles International,89,"$14,684,378 ",Rehabilitate Runway - 07L/25R,L,,,
2016,P,CA,OAK,Metropolitan Oakland International,73,"$3,491,015 ","Conduct Miscellaneous Study, Install Taxiway Lighting, Rehabilitate Taxiway [Taxiway P], Rehabilitate Taxiway [Taxiway R]",M,,,
2016,P,CA,OAK,Metropolitan Oakland International,75,"$3,969,903 ",Rehabilitate Runway - 12/30,M,,,
2016,P,CA,SAN,San Diego International,76,"$500,000 ",Sustainable Management Plan,L,,,
2016,P,CA,SFO,San Francisco International,66,"$4,461,500 ",Rehabilitate Runway - 10R/28L,L,,,
2016,P,CA,SFO,San Francisco International,68,"$10,577,500 ",VALE Infrastructure,L,,,
2016,P,CA,SFO,San Francisco International,65,"$2,977,500 ",Install Guidance Signs,L,,,
2016,P,CA,SFO,San Francisco International,67,"$1,800,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2016,P,CO,DEN,Denver International,89,"$3,731,487 ",Rehabilitate Taxiway Lighting,L,,,
2016,P,CO,DEN,Denver International,88,"$2,940,702 ",Rehabilitate Taxiway,L,,,
2016,P,CO,DEN,Denver International,87,"$1,969,942 ",Rehabilitate Taxiway,L,,,
2016,P,DC,DCA,Ronald Reagan Washington National,31,"$14,224,050 ","Rehabilitate Runway - 04/22, Rehabilitate Taxiway",L,,,
2016,P,DC,IAD,Washington Dulles International,54,"$5,428,115 ","Rehabilitate Taxiway [Taxilane C], Rehabilitate Taxiway [Taxiway Z]",L,,,
2016,P,DC,IAD,Washington Dulles International,53,"$7,597,496 ",Construct Runway - Plan-1,L,,,
2016,P,FL,FLL,Fort Lauderdale/Hollywood International,79,"$1,574,657 ",Conduct Airport Master Plan Study,L,,,
2016,P,FL,FLL,Fort Lauderdale/Hollywood International,78,"$1,857,101 ",Conduct Noise Compatibility Plan Study,L,,,
2016,P,FL,FLL,Fort Lauderdale/Hollywood International,77,"$20,000,000 ",Extend Runway - 10R/28L,L,,,
2016,P,FL,MIA,Miami International,71,"$2,764,125 ",Rehabilitate Apron,L,,,
2016,P,FL,MIA,Miami International,70,"$13,867,182 ","Rehabilitate Taxiway [Taxiway M5], Rehabilitate Terminal Building",L,,,
2016,P,FL,MCO,Orlando International,116,"$10,983,997 ","Rehabilitate Runway - 17R/35L, Rehabilitate Taxiway [Taxiway C], Rehabilitate Taxiway [Taxiway J], Rehabilitate Taxiway, Security Enhancements",L,,,
2016,P,FL,TPA,Tampa International,63,"$8,653,391 ","Rehabilitate Apron, Rehabilitate Taxiway",L,,,
2016,P,GA,ATL,Hartsfield - Jackson Atlanta International,116,"$15,260,516 ",Rehabilitate Taxiway,L,,,
2016,P,GA,ATL,Hartsfield - Jackson Atlanta International,117,"$29,730,979 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2016,P,IL,MDW,Chicago Midway International,90,"$17,500,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2016,P,IL,MDW,Chicago Midway International,91,"$72,000 ",Acquire Equipment,L,,,
2016,P,IL,MDW,Chicago Midway International,89,"$11,790,715 ",Rehabilitate Runway - 04R/22L,L,,,
2016,P,IL,MDW,Chicago Midway International,92,"$1,984,784 ",Rehabilitate Runway - 04R/22L,L,,,
2016,P,IL,ORD,Chicago O'Hare International,161,"$801,000 ",Conduct Environmental Study,L,,,
2016,P,IL,ORD,Chicago O'Hare International,154,"$20,000,000 ",Construct Runway  - Plan-1,L,,,
2016,P,IL,ORD,Chicago O'Hare International,159,"$162,000 ",Acquire Equipment,L,,,
2016,P,IL,ORD,Chicago O'Hare International,160,"$8,689,000 ",Rehabilitate Runway - 10L/28R,L,,,
2016,P,IL,ORD,Chicago O'Hare International,158,"$12,487,534 ",Construct Runway - Plan-2,L,,,
2016,P,IL,ORD,Chicago O'Hare International,156,"$20,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2016,P,IL,ORD,Chicago O'Hare International,157,"$3,587,891 ",VALE Infrastructure,L,,,
2016,P,IL,ORD,Chicago O'Hare International,155,"$25,000,000 ",Construct Runway - Plan-2,L,,,
2016,P,KY,CVG,Cincinnati/Northern Kentucky International,87,"$450,000 ",Acquire Equipment,M,,,
2016,P,KY,CVG,Cincinnati/Northern Kentucky International,86,"$3,944,951 ","Extend Runway - 09/27, Improve Terminal Building, Rehabilitate Terminal Building",M,,,
2016,P,MA,BOS,General Edward Lawrence Logan International,125,"$1,346,250 ",Conduct Miscellaneous Study,L,,,
2016,P,MA,BOS,General Edward Lawrence Logan International,124,"$5,357,114 ",Rehabilitate Taxiway,L,,,
2016,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,94,"$3,900,145 ",Construct Taxiway,L,,,
2016,P,MI,DTW,Detroit Metropolitan Wayne County,112,"$20,654,150 ","Rehabilitate Runway [Phase 1] - 04L/22R, Rehabilitate Runway [Phase 2] - 04L/22R",L,,,
2016,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,113,"$493,624 ",Install Perimeter Fencing,L,,,
2016,P,MO,STL,Lambert-St Louis International,151,"$498,848 ",Rehabilitate Runway Lighting,M,,,
2016,P,MO,STL,Lambert-St Louis International,149,"$150,494 ",Rehabilitate Runway - 12L/30R,M,,,
2016,P,MO,STL,Lambert-St Louis International,148,"$7,395,111 ","Install Guidance Signs, Rehabilitate Taxiway, Rehabilitate Taxiway Lighting",M,,,
2016,P,MO,STL,Lambert-St Louis International,150,"$590,366 ","Install Airfield Guidance Signs, Rehabilitate Taxiway, Rehabilitate Taxiway, Rehabilitate Taxiway, Rehabilitate Taxiway Lighting",M,,,
2016,P,NC,CLT,Charlotte/Douglas International,75,"$3,750,000 ",Conduct Environmental Study,L,,,
2016,P,NC,CLT,Charlotte/Douglas International,76,"$11,564,438 ","Acquire Aircraft Rescue & Fire Fighting Vehicle, Conduct Miscellaneous Study, Rehabilitate Apron, Rehabilitate Taxiway",L,,,
2016,P,NJ,EWR,Newark Liberty International,139,"$1,917,309 ",Acquire Aircraft Rescue & Fire Fighting Vehicle,L,,,
2016,P,NV,LAS,McCarran International,84,"$1,500,000 ",Conduct Miscellaneous Study,L,,,
2016,P,NV,LAS,McCarran International,83,"$4,000,000 ",Rehabilitate Apron,L,,,
2016,P,NY,JFK,John F Kennedy International,186,"$2,924,604 ","Construct Taxiway [Taxiway EE], Construct Taxiway [Taxiway GG], Improve Runway Safety Area - 04L/22R, Widen Runway - 04L/22R",L,,,
2016,P,NY,LGA,Laguardia,144,"$10,301,757 ",Rehabilitate Runway - 13/31,L,,,
2016,P,OR,PDX,Portland International,78,"$450,000 ",Acquire Equipment,L,,,
2016,P,OR,PDX,Portland International,76,"$5,700,600 ",VALE Infrastructure,L,,,
2016,P,OR,PDX,Portland International,77,"$11,621,538 ",Rehabilitate Taxiway,L,,,
2016,P,PA,PHL,Philadelphia International,109,"$13,986,135 ",Extend Runway  - 09R/27L,L,,,
2016,P,TX,DFW,Dallas-Fort Worth International,113,"$8,000,000 ",Strengthen Taxiway,L,,,
2016,P,TX,DFW,Dallas-Fort Worth International,116,"$8,993,598 ","Rehabilitate Runway - 18R/36L, Rehabilitate Taxiway",L,,,
2016,P,TX,DFW,Dallas-Fort Worth International,115,"$3,065,946 ",VALE Infrastructure,L,,,
2016,P,TX,DFW,Dallas-Fort Worth International,114,"$20,200,648 ",Rehabilitate Apron,L,,,
2016,P,TX,IAH,George Bush Intercontinental/Houston,106,"$9,285,287 ",Rehabilitate Taxiway,L,,,
2016,P,TX,IAH,George Bush Intercontinental/Houston,108,"$1,500,469 ",VALE Infrastructure,L,,,
2016,P,TX,IAH,George Bush Intercontinental/Houston,107,"$15,000,000 ",Rehabilitate Taxiway,L,,,
2016,P,UT,SLC,Salt Lake City International,109,"$6,910,000 ","Rehabilitate Runway - 17/35, Rehabilitate Runway Lighting - 17/35",L,,,
2016,P,UT,SLC,Salt Lake City International,110,"$10,000,000 ",Rehabilitate Apron,L,,,
2016,P,WA,SEA,Seattle-Tacoma International,139,"$6,479,683 ",Rehabilitate Runway - 16C/34C,L,,,
2017,P,AZ,PHX,Phoenix Sky Harbor International,84,"$7,221,604 ","Reconstruct Apron, Reconstruct Taxiway",L,,,
2017,P,AZ,PHX,Phoenix Sky Harbor International,85,"$2,000,000 ",Reconstruct Apron,L,,,
2017,P,CA,LAX,Los Angeles International,90,"$11,000,000 ","Construct Apron [Letter of Intent], Construct Taxiway [Letter of Intent]",L,,,
2017,P,CA,LAX,Los Angeles International,91,"$6,022,204 ",Rehabilitate Runway - 07L/25R,L,,,
2017,P,CA,LAX,Los Angeles International,92,"$20,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2017,P,CA,LAX,Los Angeles International,93,"$6,500,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
